REPORTER	DATE	JOURNAL	LIEU	PAYS	LATITUDE	LONGITUDE	TITRE	URL
Jean Cocteau	1936-08-08	Paris-Soir	Aden	Empire colonial britannique	12.7854969	45.018654800000036	Mon Tour du Monde en 80 Jours: Aden, vestibule des Indes planté sur le monde comme un couteau	https://www.retronews.fr/journal/paris-soir/8-aout-1936/131/103495/5
Jean Cocteau	1936-08-04	Paris-Soir	Alexandrie	Egypte	31.2000924	29.91873869999995	Mon Tour du Monde en 80 Jours: Rhodes, premier souffle d'Egypte, Alexandrie et son quartier de plaisir	https://www.retronews.fr/journal/paris-soir/4-aout-1936/131/113047/5
Jean Cocteau	1936-08-03	Paris-Soir	Athènes	Grèce	37.9838096	23.727538800000048	Mon Tour du Monde en 80 Jours: Athènes, ville légère	https://www.retronews.fr/journal/paris-soir/3-aout-1936/131/99001/5
Jean Cocteau	1936-08-09	Paris-Soir	Bombay	Inde	19.0759837	72.87765590000004	Mon Tour du Monde en 80 Jours: Dans les rues de Bombay, les mille personnages d'une féerie	https://www.retronews.fr/journal/paris-soir/9-aout-1936/131/106543/5
Jean Cocteau	1936-08-10	Paris-Soir	Bombay	Inde	19.0759837	72.87765590000004	Mon Tour du Monde en 80 Jours: Bombay-Calcutta: un train d'enfer	https://www.retronews.fr/journal/paris-soir/10-aout-1936/131/98999/5
Jean Cocteau	1936-08-06	Paris-Soir	Gizeh	Egypte	28.7666216	29.232078399999978	Mon Tour du Monde en 80 Jours: 'Cléopâtre, je pense à elle ce soir	https://www.retronews.fr/journal/paris-soir/6-aout-1936/131/101787/5
Jean Cocteau	1936-08-19	Paris-Soir	Hong-Kong	Empire colonial britannique	22.31920109999999	114.1696121	Mon Tour du Monde en 80 Jours: Hong-Kong c'est le dragon	https://www.retronews.fr/journal/paris-soir/19-aout-1936/131/100961/5
Jean Cocteau	1936-08-20	Paris-Soir	Hong-Kong	Empire colonial britannique	22.31920109999999	114.1696121	Mon Tour du Monde en 80 Jours: Hong-Kong, plus mystérieuse sous le soleil	https://www.retronews.fr/journal/paris-soir/20-aout-1936/131/106541/5
Jean Cocteau	1936-08-28	Paris-Soir	Honolulu	Territoire d'Hawaï	21.3069444	-157.85833330000003	Mon Tour du Monde en 80 Jours: Aujourd'hui, la journée fantôme de Phileas Fogg	https://www.retronews.fr/journal/paris-soir/28-aout-1936/131/97037/5
Jean Cocteau	1936-08-05	Paris-Soir	Le Caire	Egypte	30.0444196	31.23571160000006	Mon Tour du Monde en 80 Jours: Le Caire, les pyramides et le Sphinx	https://www.retronews.fr/journal/paris-soir/5-aout-1936/131/108513/5
Jean Cocteau	1936-08-07	Paris-Soir	Le Caire	Egypte	30.0444196	31.23571160000006	Mon Tour du Monde en 80 Jours: Tut-Ankh-Amon	https://www.retronews.fr/journal/paris-soir/7-aout-1936/131/104529/5
Jean Cocteau	1936-09-03	Paris-Soir	Le Havre	France	49.49437	0.10792900000001282	Mon Tour du Monde en 80 Jours: Dernière étape Coney-Island Le Havre	https://www.retronews.fr/journal/paris-soir/3-septembre-1936/131/112999/5
